#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-21T18:45:29 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614a279d1ddc26	
#INFO	-out.max=unlimited	
#INFO	queryParameters=26	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-out.add=_RA*-c.eq,_DE*-c.eq
#-sort=_r
#-order=I
#-out.src=V/53A/catalog,V/53A/names
#-nav=cat:V/53A&tab:{V/53A/catalog}&tab:{V/53A/names}&key:source=V/53A&HTTPPRM:&&-ref=VIZ614a279d1ddc26&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-out.add=_RA*-c.eq,_DE*-c.eq&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=HR&-ignore=HR_data=*&HR_data=HR_data&-out=Const&-out=RA2000&-out=DE2000&-out=ELON&-out=ELAT&-out=GLON&-out=GLAT&HIP_data=HIP_data&-out=Dist&-out=Vmag&-out=SpType&Simbad=Simbad&-out=Name&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/53A/catalog,V/53A/names
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/53A/catalog V/53A/names
#-out=HR
#-out=Const
#-out=RA2000
#-out=DE2000
#-out=ELON
#-out=ELAT
#-out=GLON
#-out=GLAT
#-out=Dist
#-out=Vmag
#-out=SpType
#-out=Name
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_5053
#Name: V/53A
#Title: Catalogue of the Brightest Stars (Ochsenbein+ 1988)
#Table	V_53A_catalog:
#Name: V/53A/catalog
#Title: The Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ "Bright Star" catalog <V/50>	[ucd=]
#Column	Const	(A3)	Constellation (3 characters)	[ucd=]
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	ELON	(F6.2)	Ecliptic longitude, J2000	[ucd=]
#Column	ELAT	(F6.2)	Ecliptic latitude, J2000	[ucd=]
#Column	GLON	(F6.2)	Galactic longitude	[ucd=]
#Column	GLAT	(F6.2)	Galactic latitude	[ucd=]
#Column	Dist	(I5)	Distance of star in light-years (5)	[ucd=]
#Column	Vmag	(F5.2)	[-1.46/5.03] Visual magnitude (magnitude visuelle)	[ucd=]
#Column	SpType	(a19)	MK Spectral Type	[ucd=]
_RAJ2000	_DEJ2000	HR	Const	RA2000	DE2000	ELON	ELAT	GLON	GLAT	Dist	Vmag	SpType
283.306250	+50.708056	7137	   	18 53 13.5	+50 42 29	299.50	 72.79	 80.43	 20.40	  362	 4.93	G8III
283.625417	+36.898889	7139	Lyr	18 54 30.1	+36 53 56	291.67	 59.32	 66.93	 15.32	 1085	 4.30	M4II
284.054583	 +4.203611	7141	Ser	18 56 13.1	+04 12 13	285.75	 26.88	 37.22	  0.85	  135	 4.62	A5V
284.060417	 +4.201944	7142	Ser	18 56 14.5	+04 12 07	285.76	 26.88	 37.22	  0.85	  148	 4.98	A5Vn
284.265000	 -5.846111	7149	Sct	18 57 03.6	-05 50 46	284.84	 16.86	 28.36	 -3.91	  217	 4.83	K2III
284.432083	-21.106667	7150	Sgr	18 57 43.7	-21 06 24	283.45	  1.66	 14.61	-10.78	  407	 3.51	K1III
284.680417	-37.107222	7152	CrA	18 58 43.3	-37 06 26	282.04	-14.28	359.54	-17.32	   98	 4.87	F2V
283.833333	+43.946111	7157	Lyr	18 55 20.0	+43 56 46	295.23	 66.18	 73.81	 17.79	  362	 4.00	M5III
284.905417	+15.068333	7176	Aql	18 59 37.3	+15 04 06	288.26	 37.57	 47.30	  5.04	  155	 4.02	K1IIICN0.5Ba0.2
284.735417	+32.689444	7178	Lyr	18 58 56.5	+32 41 22	291.92	 55.01	 63.32	 12.81	  171	 3.24	B9III
283.598750	+71.297222	7180	Dra	18 54 23.7	+71 17 50	 50.30	 83.22	102.15	 25.36	  362	 4.82	K0III
285.777917	-42.095278	7188	CrA	19 03 06.7	-42 05 43	282.35	-19.33	354.91	-19.83	  191	 4.75	B9.5V
285.003333	+32.145556	7192	Lyr	19 00 00.8	+32 08 44	292.14	 54.44	 62.91	 12.38	  253	 4.98	K2.5IIIBa0.4
285.419583	 -5.738889	7193	Aql	19 01 40.7	-05 44 20	286.05	 16.85	 28.98	 -4.89	  155	 4.02	K1IIIv
285.652500	-29.880278	7194	Sgr	19 02 36.6	-29 52 49	283.64	 -7.18	  6.84	-15.35	   90	 2.59	A2III+A4IV
286.170417	-21.741667	7217	Sgr	19 04 40.9	-21 44 30	284.99	  0.86	 14.71	-12.51	  141	 3.77	G8III
286.734583	-27.670556	7234	Sgr	19 06 56.3	-27 40 14	284.83	 -5.09	  9.34	-15.37	  120	 3.31	K1III
286.352083	+13.863333	7235	Aql	19 05 24.5	+13 51 48	289.80	 36.19	 46.86	  3.25	   83	 2.99	A0Vn
286.561667	 -4.882500	7236	Aql	19 06 14.8	-04 52 57	287.33	 17.57	 30.26	 -5.51	  125	 3.43	B9Vn
287.086667	-40.496667	7242	CrA	19 08 20.8	-40 29 48	283.58	-17.86	356.86	-20.24	  181	 4.59	K1III
287.367500	-37.904444	7254	CrA	19 09 28.2	-37 54 16	284.13	-15.31	359.54	-19.59	  130	 4.11	A2V
287.506667	-39.340833	7259	CrA	19 10 01.6	-39 20 27	284.06	-16.75	358.14	-20.17	  543	 4.11	K0II
287.440417	-21.023611	7264	Sgr	19 09 45.7	-21 01 25	286.25	  1.44	 15.89	-13.29	  465	 2.88	F2II
288.884583	-25.256667	7292	Sgr	19 15 32.3	-25 15 24	287.04	 -2.93	 12.42	-16.20	  362	 4.83	F2:+F7III
288.439167	+39.146111	7298	Lyr	19 13 45.4	+39 08 46	300.06	 60.68	 70.62	 12.75	  654	 4.38	B2.5IV
289.408333	-18.953056	7304	Sgr	19 17 38.0	-18 57 11	288.35	  3.26	 18.61	-14.13	  543	 4.93	G8II
289.053750	+21.390556	7306	Vul	19 16 12.9	+21 23 26	294.65	 43.21	 54.74	  4.41	  510	 4.77	B4IV
288.479583	+57.705000	7309	Dra	19 13 55.1	+57 42 18	322.77	 77.72	 88.52	 19.81	  163	 4.99	K2III
288.137917	+67.661667	7310	Dra	19 12 33.1	+67 39 42	 17.16	 82.89	 98.65	 23.00	  101	 3.07	G9III
289.091667	+38.133611	7314	Lyr	19 16 22.0	+38 08 01	300.52	 59.57	 69.90	 11.86	  491	 4.38	K0II
289.275000	+53.368611	7328	Cyg	19 17 06.0	+53 22 07	314.92	 73.80	 84.40	 17.85	  125	 3.76	G9III
290.659167	-44.458889	7337	Sgr	19 22 38.2	-44 27 32	285.78	-22.14	353.61	-23.93	  407	 4.01	B9V
290.417917	-17.847222	7340	Sgr	19 21 40.3	-17 50 50	289.45	  4.22	 20.06	-14.55	  125	 3.93	F0IV-V
290.431250	-15.955000	7342	Sgr	19 21 43.5	-15 57 18	289.73	  6.10	 21.84	-13.77	  681	 4.61	B2Vpe+A2IaShell
290.804583	-44.799722	7343	Sgr	19 23 13.1	-44 47 59	285.83	-22.50	353.28	-24.11	  141	 4.29	F2III
290.970833	-40.616111	7348	Sgr	19 23 53.0	-40 36 58	286.64	-18.38	357.71	-23.09	  171	 3.97	B8V
288.886667	+73.355556	7352	Dra	19 15 32.8	+73 21 20	 55.01	 80.70	104.73	 24.21	  155	 4.45	K3IIICN1
290.166667	+65.714444	7371	Dra	19 20 40.0	+65 42 52	  3.38	 81.83	 96.90	 21.66	  232	 4.59	A2IIIs
291.031250	+29.621389	7372	Cyg	19 24 07.5	+29 37 17	299.66	 50.92	 62.90	  6.63	  610	 4.97	B3IV
291.374167	 +3.114722	7377	Aql	19 25 29.8	+03 06 53	293.64	 24.82	 39.62	 -6.13	   50	 3.36	F3IV
291.629167	 +0.338611	7387	Aql	19 26 31.0	+00 20 19	293.43	 22.04	 37.26	 -7.64	 1575	 4.72	F2Ib
292.175833	+24.665000	7405	Vul	19 28 42.2	+24 39 54	299.51	 45.86	 58.99	  3.40	  296	 4.45	M0III
292.680000	+27.959722	7417	Cyg	19 30 43.2	+27 57 35	301.25	 48.97	 62.11	  4.57	  407	 3.14	K3II+B0.5V
292.425833	+51.729722	7420	Cyg	19 29 42.2	+51 43 47	317.97	 71.45	 83.61	 15.45	  125	 3.78	A5Vn
293.803333	-48.099167	7424	Tel	19 35 12.8	-48 05 57	287.47	-26.09	350.25	-26.89	  407	 4.90	K0III
292.942500	+34.453056	7426	Cyg	19 31 46.2	+34 27 11	304.27	 55.20	 67.97	  7.44	  580	 4.74	B3IV
293.522083	 +7.378889	7429	Aql	19 34 05.3	+07 22 44	296.81	 28.66	 44.41	 -6.01	  112	 4.45	K3IIIb
293.645000	+19.773333	7437	Vul	19 34 34.8	+19 46 24	299.90	 40.79	 55.35	 -0.14	  512	 4.99	B8IIIn
294.176250	-24.883611	7440	Sgr	19 36 42.3	-24 53 01	291.85	 -3.26	 14.68	-20.51	  191	 4.60	B9
294.222500	 -7.027500	7446	Aql	19 36 53.4	-07 01 39	294.85	 14.35	 31.77	-13.29	 1719	 4.96	B0.5III
294.180000	 -1.286389	7447	Aql	19 36 43.2	-01 17 11	295.84	 20.01	 36.99	-10.66	  326	 4.36	B5III
293.089583	+69.661111	7462	Dra	19 32 21.5	+69 39 40	 30.29	 80.92	101.32	 21.89	   18	 4.69	K0V
294.110000	+50.221111	7469	Cyg	19 36 26.4	+50 13 16	318.64	 69.62	 82.66	 13.85	   61	 4.47	F4V
294.843750	+30.153333	7478	Cyg	19 39 22.5	+30 09 12	304.93	 50.62	 64.95	  3.97	  250	 4.70	G8III-IV
295.023750	+18.013889	7479	Sge	19 40 05.7	+18 00 50	301.07	 38.79	 54.45	 -2.14	  543	 4.38	G1III
295.262083	+17.475833	7488	Sge	19 41 02.9	+17 28 33	301.21	 38.22	 54.10	 -2.60	  543	 4.38	G8IIIaCN0.5
296.590000	-19.761111	7515	Sgr	19 46 21.6	-19 45 40	294.92	  1.41	 20.65	-20.67	  217	 4.86	K1III
296.068750	+37.354444	7517	Cyg	19 44 16.5	+37 21 16	310.17	 57.21	 71.76	  6.60	  296	 4.89	G7III
296.564583	+10.613333	7525	Aql	19 46 15.5	+10 36 48	300.94	 31.24	 48.73	 -7.08	  465	 2.72	K3II
296.243333	+45.130833	7528	Cyg	19 44 58.4	+45 07 51	316.25	 64.41	 78.71	 10.24	  171	 2.87	B9.5IV+F1V
296.606250	+33.727778	7534	Cyg	19 46 25.5	+33 43 40	308.91	 53.63	 68.81	  4.44	   69	 4.99	F7V
296.846667	+18.534167	7536	Sge	19 47 23.2	+18 32 03	303.39	 38.91	 55.77	 -3.38	  465	 3.81	M2II+A0V
297.244167	+19.141944	7546	Sge	19 48 58.6	+19 08 31	304.04	 39.42	 56.48	 -3.40	  362	 5.00	A3V
297.695417	 +8.868333	7557	Aql	19 50 46.9	+08 52 06	301.78	 29.30	 47.74	 -8.91	   16	 0.76	A7V
297.640833	+32.914167	7564	Cyg	19 50 33.8	+32 54 51	309.88	 52.60	 68.54	  3.28	  362	 4.24	S6+/1e
297.766667	+22.610000	7565	Vul	19 51 04.0	+22 36 36	305.79	 42.66	 59.72	 -2.07	  639	 4.96	B2.5Ve
298.117917	 +1.005556	7570	Aql	19 52 28.3	+01 00 20	300.43	 21.52	 40.93	-13.07	  858	 3.90	F6Ibv
298.814583	-41.868333	7581	Sgr	19 55 15.5	-41 52 06	292.56	-20.66	357.97	-29.11	  191	 4.13	K0II-III
297.042917	+70.267778	7582	Dra	19 48 10.3	+70 16 04	 32.69	 79.49	102.43	 20.83	  148	 3.84	G7IIIbCN-2
300.147500	-72.910556	7590	Pav	20 00 35.4	-72 54 38	283.53	-50.89	322.02	-30.90	  108	 3.96	A0V
298.365000	+24.079722	7592	Vul	19 53 27.6	+24 04 47	307.04	 43.94	 61.27	 -1.79	  362	 4.58	B9.5III
298.561667	 +8.461389	7595	Aql	19 54 14.8	+08 27 41	302.63	 28.72	 47.81	 -9.85	  217	 4.68	K0IIIb
298.959583	-26.299444	7597	Sgr	19 55 50.3	-26 17 58	295.85	 -5.42	 14.86	-25.04	   77	 4.70	G5V
298.827917	 +6.406667	7602	Aql	19 55 18.7	+06 24 24	302.42	 26.66	 46.13	-11.09	   45	 3.72	G8IV
299.236250	-27.170000	7604	Sgr	19 56 56.7	-27 10 12	295.92	 -6.32	 14.05	-25.56	  247	 4.50	K3IICN1
298.965000	+38.486667	7613	Cyg	19 55 51.6	+38 29 12	314.87	 57.50	 73.90	  5.19	  494	 4.95	B5IV
299.076250	+35.083333	7615	Cyg	19 56 18.3	+35 05 00	312.93	 54.27	 71.02	  3.36	  141	 3.93	K0III
299.737917	-26.195556	7618	Sgr	19 58 57.1	-26 11 44	296.56	 -5.46	 15.23	-25.67	  362	 4.82	G6IIIBa0.2
298.907083	+52.438889	7619	Cyg	19 55 37.7	+52 26 20	329.40	 69.98	 86.11	 12.21	  296	 4.92	A4Vn
299.933750	-35.276389	7623	Sgr	19 59 44.1	-35 16 35	294.87	-14.39	  5.52	-28.47	  496	 4.37	B3IV
298.980000	+58.846111	7633	   	19 55 55.2	+58 50 46	343.38	 74.84	 91.93	 15.21	  498	 4.96	K5II-III
299.688750	+19.492222	7635	Sge	19 58 45.3	+19 29 32	307.04	 39.19	 57.97	 -5.21	  296	 3.47	M0III
300.664167	-27.710000	7650	Sgr	20 02 39.4	-27 42 36	297.07	 -7.11	 13.92	-26.93	  465	 4.54	M4III
300.889167	-37.940833	7652	   	20 03 33.4	-37 56 27	295.07	-17.15	  2.77	-29.84	  407	 4.77	K5III
300.275000	+27.753611	7653	Vul	20 01 06.0	+27 45 13	310.85	 46.99	 65.30	 -1.34	  232	 4.65	A4III
301.081250	-32.056111	7659	   	20 04 19.5	-32 03 22	296.51	-11.43	  9.34	-28.55	  326	 4.99	K1III
302.180000	-66.182222	7665	Pav	20 08 43.2	-66 10 56	287.61	-44.70	329.79	-32.40	   20	 3.56	G6-8IV
301.846250	-52.880833	7673	Tel	20 07 23.1	-52 52 51	292.02	-31.85	345.55	-32.57	  319	 4.97	M1IIab
300.703750	+67.873611	7685	Dra	20 02 48.9	+67 52 25	 20.36	 78.16	100.70	 18.64	  407	 4.50	K3III
302.356250	+36.839722	7708	Cyg	20 09 25.5	+36 50 23	318.29	 54.99	 73.91	  2.04	  621	 4.93	B2.5Ve
302.825833	 -0.821389	7710	Aql	20 11 18.2	-00 49 17	304.91	 18.73	 41.58	-18.08	  296	 3.22	B9.5III
303.568750	+15.197500	7724	Aql	20 14 16.5	+15 11 51	310.11	 34.08	 56.24	-10.61	  155	 4.95	A2V
303.324583	+46.815833	7730	Cyg	20 13 17.9	+46 48 57	328.04	 63.69	 82.71	  6.87	  181	 4.83	A5IIIn
303.407500	+46.741389	7735	Cyg	20 13 37.8	+46 44 29	328.07	 63.60	 82.68	  6.78	  469	 3.80	K2II+B3V
303.632917	+36.806389	7736	Cyg	20 14 31.9	+36 48 23	319.91	 54.57	 74.45	  1.17	  135	 4.99	A2V
303.815833	+25.591944	7739	   	20 15 15.8	+25 35 31	314.23	 43.98	 65.19	 -5.17	  517	 4.77	B3V
303.349167	+56.567778	7740	Cyg	20 13 23.8	+56 34 04	343.40	 71.58	 91.08	 12.06	  155	 4.30	A3IV-Vn
303.941667	+27.814167	7744	Vul	20 15 46.0	+27 48 51	315.36	 46.05	 67.11	 -4.04	  362	 4.52	K3IIICN-1Ba0.3Fe-1
304.411667	-12.508333	7747	Cap	20 17 38.8	-12 30 30	303.77	  6.99	 31.09	-24.70	 1582	 4.27	G3Ib
302.221667	+77.711389	7750	Cep	20 08 53.2	+77 42 41	 63.08	 75.49	110.38	 22.50	  362	 4.39	B9III
303.867500	+47.714444	7751	Cyg	20 15 28.2	+47 42 52	329.79	 64.29	 83.67	  7.05	 1611	 3.98	K3Ib+B3V
304.513333	-12.545000	7754	Cap	20 18 03.2	-12 32 42	303.86	  6.93	 31.10	-24.81	  108	 3.58	G8IIIb
304.446250	+38.033056	7763	Cyg	20 17 47.1	+38 01 59	321.78	 55.45	 75.83	  1.32	 1365	 4.82	B2pe
305.165417	-12.759167	7773	Cap	20 20 39.7	-12 45 33	304.43	  6.58	 31.17	-25.48	  296	 4.76	B9.5V
305.252500	-14.781389	7776	Cap	20 21 00.6	-14 46 53	304.05	  4.59	 29.15	-26.37	  362	 3.08	F8V+A0
306.411667	-56.735278	7790	Pav	20 25 38.8	-56 44 07	293.82	-36.27	340.91	-35.19	  191	 1.94	B2IV
305.556667	+40.256667	7796	Cyg	20 22 13.6	+40 15 24	324.84	 57.12	 78.15	  1.87	  657	 2.23	F8Ib
305.964583	+32.190278	7806	Cyg	20 23 51.5	+32 11 25	320.03	 49.57	 71.72	 -3.02	  271	 4.44	K3III
307.214583	-17.813611	7822	Cap	20 28 51.5	-17 48 49	305.16	  1.20	 26.80	-29.27	   98	 4.81	F2IV
307.412083	 -2.885556	7831	Aql	20 29 38.9	-02 53 08	309.05	 15.63	 41.97	-23.10	  191	 4.91	K2III
307.348333	+30.368611	7834	Cyg	20 29 23.6	+30 22 07	320.71	 47.45	 70.91	 -5.04	  577	 4.01	F5II
307.514167	+48.951667	7844	Cyg	20 30 03.4	+48 57 06	336.01	 64.04	 86.07	  5.74	  782	 4.95	B2.5IV
308.894583	-60.581667	7848	Pav	20 35 34.7	-60 34 54	293.86	-40.32	336.04	-36.09	   90	 4.76	F1III
307.395000	+62.994167	7850	Cep	20 29 34.8	+62 59 39	  4.86	 73.93	 97.76	 13.80	  135	 4.22	A7III
308.302917	+11.303333	7852	Del	20 33 12.7	+11 18 12	314.06	 29.07	 55.42	-16.59	  362	 4.04	B6III
309.396667	-61.530000	7859	Pav	20 37 35.2	-61 31 48	293.75	-41.30	334.83	-36.18	  203	 4.88	F5deltaDel
308.475417	+35.250833	7866	Cyg	20 33 54.1	+35 15 03	324.91	 51.61	 75.43	 -2.93	 2735	 4.63	K2Ib+B3V
309.391667	-47.291389	7869	Ind	20 37 34.0	-47 17 29	299.10	-27.75	352.57	-37.21	  101	 3.11	K0IIICNIII-IV
308.826667	+14.674167	7871	Del	20 35 18.4	+14 40 27	315.76	 32.15	 58.63	-15.16	  232	 4.69	A3V
309.181250	 -2.549722	7873	Aql	20 36 43.5	-02 32 59	310.92	 15.50	 43.21	-24.49	  714	 4.89	K5II
309.387083	+14.595278	7882	Del	20 37 32.9	+14 35 43	316.34	 31.92	 58.88	-15.65	   98	 3.63	F5IV
309.584167	 -1.105278	7884	Aql	20 38 20.2	-01 06 19	311.72	 16.79	 44.81	-24.14	  407	 4.33	G8III
309.630000	+21.201111	7891	Vul	20 38 31.2	+21 12 04	319.11	 38.13	 64.59	-12.05	  217	 4.82	A0V
309.909167	+15.911944	7906	Del	20 39 38.2	+15 54 43	317.38	 33.02	 60.30	-15.32	  250	 3.77	B9IV
311.239167	-66.203056	7913	Pav	20 44 57.4	-66 12 11	292.49	-45.95	328.96	-36.01	  141	 3.42	A7III
311.009167	-51.921111	7920	Ind	20 44 02.2	-51 55 16	298.67	-32.49	346.69	-38.16	   79	 4.51	A7III-IV-A9v
310.357500	+45.280278	7924	Cyg	20 41 25.8	+45 16 49	335.33	 59.91	 84.28	  2.00	 1726	 1.25	A2Iae
310.864583	+15.074444	7928	Del	20 43 27.5	+15 04 28	318.12	 31.94	 60.14	-16.55	  203	 4.44	A7IIIpdeltaDel
311.523333	-25.271111	7936	Cap	20 46 05.6	-25 16 16	307.16	 -7.03	 20.01	-35.50	   47	 4.13	F4V
311.218333	+25.270833	7939	Vul	20 44 52.4	+25 16 15	322.68	 41.47	 68.82	-10.81	  407	 4.91	K2III
311.415000	+30.719722	7942	Cyg	20 45 39.6	+30 43 11	325.67	 46.48	 73.30	 -7.63	  217	 4.23	K0III
311.664167	+16.124167	7948	Del	20 46 39.4	+16 07 27	319.37	 32.70	 61.50	-16.58	  101	 4.27	K1IV
311.552500	+33.970278	7949	Cyg	20 46 12.6	+33 58 13	327.75	 49.42	 75.94	 -5.71	   72	 2.46	K0III
311.918750	 -9.495833	7950	Aqr	20 47 40.5	-09 29 45	311.72	  8.08	 37.68	-30.10	  232	 3.77	A1V
311.933750	 -5.027778	7951	Aqr	20 47 44.1	-05 01 40	312.96	 12.38	 42.24	-28.09	  465	 4.44	M3III
312.370417	-46.226944	7952	Ind	20 49 28.9	-46 13 37	301.66	-27.34	353.95	-39.24	  407	 4.89	K5III
311.337500	+57.579722	7955	   	20 45 21.0	+57 34 47	354.59	 69.16	 94.43	  9.06	   90	 4.52	F8IV-V
311.794583	+34.374167	7956	   	20 47 10.7	+34 22 27	328.28	 49.71	 76.39	 -5.62	  407	 4.92	K3III
311.322083	+61.838889	7957	Cep	20 45 17.3	+61 50 20	  4.68	 71.78	 97.86	 11.64	   47	 3.43	K0IV
311.851667	+36.490833	7963	Cyg	20 47 24.4	+36 29 27	329.75	 51.61	 78.08	 -4.34	  399	 4.54	B5Ve
312.491667	-33.780000	7965	Mic	20 49 58.0	-33 46 48	305.63	-15.45	  9.88	-38.26	  407	 4.90	G7III
312.234167	+46.114167	7977	Cyg	20 48 56.2	+46 06 51	338.43	 59.93	 85.75	  1.49	 3303	 4.86	B3Iae
312.955000	-26.919167	7980	Cap	20 51 49.2	-26 55 09	307.96	 -8.96	 18.46	-37.18	  210	 4.12	K5IIIa
313.702083	-58.454167	7986	Ind	20 54 48.5	-58 27 15	297.79	-39.16	338.16	-38.85	  414	 3.65	K1II
313.162917	 -8.983333	7990	Aqr	20 52 39.1	-08 59 00	313.06	  8.24	 38.84	-30.98	  155	 4.75	A3m
313.031667	+27.096944	7995	Vul	20 52 07.6	+27 05 49	325.61	 42.59	 71.31	-10.98	  217	 4.57	G7IIICN-1
313.311250	+44.387222	8001	Cyg	20 53 14.7	+44 23 14	337.92	 58.06	 84.90	 -0.19	  543	 4.77	B5V
314.292917	+41.167222	8028	Cyg	20 57 10.3	+41 10 02	336.14	 54.91	 82.91	 -2.82	  362	 3.94	A1Vn
315.322500	-32.257778	8039	Mic	21 01 17.4	-32 15 28	308.43	-14.67	 12.34	-40.34	  232	 4.67	G6III
314.956250	+47.521111	8047	Cyg	20 59 49.5	+47 31 16	343.09	 60.08	 88.03	  0.97	 1449	 4.75	B1ne
316.100833	-19.855000	8060	Cap	21 04 24.2	-19 51 18	312.74	 -2.99	 28.05	-37.86	  163	 4.84	A5V
316.486250	-17.232778	8075	Cap	21 05 56.7	-17 13 58	313.84	 -0.59	 31.31	-37.29	  163	 4.07	A1V
316.232500	+43.927778	8079	Cyg	21 04 55.8	+43 55 40	340.80	 56.58	 85.93	 -2.08	 1328	 3.73	K4-5Ib-II
316.781667	-25.005833	8080	Cap	21 07 07.6	-25 00 21	311.84	 -8.10	 21.98	-40.01	  543	 4.49	M0.5III
316.650000	+47.648333	8089	Cyg	21 06 36.0	+47 38 54	345.10	 59.54	 88.88	  0.20	  591	 4.60	K4Ib-IIa
317.397917	-11.371667	8093	Aqr	21 09 35.5	-11 22 18	316.40	  4.76	 38.45	-35.77	  171	 4.52	G8III
317.585417	+10.131389	8097	Equ	21 10 20.5	+10 07 53	323.43	 25.18	 59.93	-24.76	  116	 4.68	F0p
318.233750	+30.226944	8115	Cyg	21 12 56.1	+30 13 37	333.04	 43.69	 76.75	-12.45	  155	 3.21	G8III-IIIaBa0.6
318.620000	+10.006944	8123	Equ	21 14 28.8	+10 00 25	324.44	 24.73	 60.50	-25.65	   60	 4.49	F5V+G0V
318.697500	+38.045556	8130	Cyg	21 14 47.4	+38 02 44	338.61	 50.55	 82.85	 -7.43	   69	 3.73	F2IV
318.955417	 +5.247778	8131	Equ	21 15 49.3	+05 14 52	323.12	 20.12	 56.38	-28.71	  191	 3.90	G0III+A5V
319.484167	-32.172500	8135	Mic	21 17 56.2	-32 10 21	311.93	-15.65	 13.20	-43.80	  171	 4.71	A1V
319.966250	-53.449722	8140	Ind	21 19 51.9	-53 26 59	304.20	-35.78	343.69	-43.32	   98	 4.39	A5V
319.353750	+39.394722	8143	Cyg	21 17 24.9	+39 23 41	340.35	 51.49	 84.19	 -6.87	 3443	 4.24	B9Iab
319.479167	+34.896944	8146	Cyg	21 17 55.0	+34 53 49	337.26	 47.47	 80.98	-10.05	  572	 4.42	B2Vne
320.189583	-40.809722	8151	Mic	21 20 45.5	-40 48 35	309.53	-24.01	  1.19	-44.95	  191	 4.82	ApCrEuSr
319.612500	+43.946111	8154	Cyg	21 18 27.0	+43 56 46	344.51	 55.31	 87.61	 -3.84	 2372	 5.00	O8e
319.644583	+62.585556	8162	Cep	21 18 34.7	+62 35 08	 12.78	 68.91	101.00	  9.17	   49	 2.45	A7V
320.561250	-16.834722	8167	Cap	21 22 14.7	-16 50 05	317.68	 -1.37	 33.62	-40.77	  217	 4.27	G8III
320.521250	+19.804444	8173	Peg	21 22 05.1	+19 48 16	330.31	 33.28	 70.05	-20.92	  155	 4.09	K1III
321.611250	-65.366389	8181	Pav	21 26 26.7	-65 21 59	298.61	-46.97	328.14	-40.29	   30	 4.22	F6V
321.666250	-22.411389	8204	Cap	21 26 39.9	-22 24 41	316.94	 -6.99	 26.98	-43.59	  407	 3.74	G4Ib
322.180417	-21.807222	8213	Cap	21 28 43.3	-21 48 26	317.58	 -6.57	 27.97	-43.87	  181	 4.50	G5III
322.486667	+23.638889	8225	Peg	21 29 56.8	+23 38 20	334.13	 36.14	 74.39	-19.70	  465	 4.57	M1III
322.889167	 -5.571111	8232	Aqr	21 31 33.4	-05 34 16	323.39	  8.62	 48.02	-37.88	  878	 2.89	G0Ib
322.164583	+70.560833	8238	Cep	21 28 39.5	+70 33 39	 35.55	 71.15	107.54	 14.03	  639	 3.23	B1IV
323.495000	+45.591944	8252	Cyg	21 33 58.8	+45 35 31	350.14	 55.19	 90.74	 -4.58	  125	 4.02	G8IIICN-0.5Hdelta1
325.369167	-77.390000	8254	Oct	21 41 28.6	-77 23 24	289.69	-57.78	314.29	-35.19	   69	 3.76	K0III
323.693750	+38.534167	8255	Cyg	21 34 46.5	+38 32 03	344.30	 49.10	 86.01	 -9.85	  271	 4.91	K0.5III
324.269583	-19.466111	8260	Cap	21 37 04.7	-19 27 58	320.20	 -4.98	 31.94	-44.99	  585	 4.68	B2.5Vpe
324.437500	 -7.854167	8264	Aqr	21 37 45.0	-07 51 15	324.12	  5.96	 46.45	-40.34	  181	 4.69	A7V
325.022500	-16.662500	8278	Cap	21 40 05.4	-16 39 45	321.79	 -2.56	 36.00	-44.67	  141	 3.67	F0p
324.479583	+62.081944	8279	Cep	21 37 55.1	+62 04 55	 14.97	 66.77	102.27	  7.25	 2066	 4.73	B2Ib
325.664167	-18.866389	8288	Cap	21 42 39.4	-18 51 59	321.64	 -4.84	 33.38	-46.03	  296	 4.73	G8III
325.523333	+51.189722	8301	Cyg	21 42 05.6	+51 11 23	358.28	 58.88	 95.48	 -1.30	  546	 4.67	B3IV
326.236250	-33.025833	8305	PsA	21 44 56.7	-33 01 33	317.25	-18.34	 12.88	-49.55	  217	 4.34	A0V
